"conditionHit_1go","conditionHit_2go","conditionHit_3go","conditionHit_4go","conditioncorReject_2go","conditioncorReject_3go","conditioncorReject_4go","scanner1","scanner2","scanner3","scanner4","scanner5","RelativeRMS_mean_c"
0,0,1,0,0,0,0,0,1,0,0,0,-0.01462185
0,0,0,1,0,0,0,0,1,0,0,0,-0.01462185
0,0,0,0,1,0,0,0,1,0,0,0,-0.01462185
0,0,0,0,0,1,0,0,1,0,0,0,-0.01462185
0,0,0,0,0,0,1,0,1,0,0,0,-0.01462185
1,0,0,0,0,0,0,0,1,0,0,0,0.10161695
0,1,0,0,0,0,0,0,1,0,0,0,0.10161695
0,0,1,0,0,0,0,0,1,0,0,0,0.10161695
0,0,0,1,0,0,0,0,1,0,0,0,0.10161695
0,0,0,0,1,0,0,0,1,0,0,0,0.10161695
0,0,0,0,0,1,0,0,1,0,0,0,0.10161695
0,0,0,0,0,0,1,0,1,0,0,0,0.10161695
1,0,0,0,0,0,0,0,1,0,0,0,0.16846795
0,1,0,0,0,0,0,0,1,0,0,0,0.16846795
0,0,1,0,0,0,0,0,1,0,0,0,0.16846795
0,0,0,1,0,0,0,0,1,0,0,0,0.16846795
0,0,0,0,1,0,0,0,1,0,0,0,0.16846795
0,0,0,0,0,1,0,0,1,0,0,0,0.16846795
0,0,0,0,0,0,1,0,1,0,0,0,0.16846795
1,0,0,0,0,0,0,0,1,0,0,0,-0.04051085
0,1,0,0,0,0,0,0,1,0,0,0,-0.04051085
0,0,1,0,0,0,0,0,1,0,0,0,-0.04051085
0,0,0,1,0,0,0,0,1,0,0,0,-0.04051085
0,0,0,0,1,0,0,0,1,0,0,0,-0.04051085
0,0,0,0,0,1,0,0,1,0,0,0,-0.04051085
0,0,0,0,0,0,1,0,1,0,0,0,-0.04051085
1,0,0,0,0,0,0,0,1,0,0,0,-0.04932115
0,1,0,0,0,0,0,0,1,0,0,0,-0.04932115
0,0,1,0,0,0,0,0,1,0,0,0,-0.04932115
0,0,0,1,0,0,0,0,1,0,0,0,-0.04932115
0,0,0,0,1,0,0,0,1,0,0,0,-0.04932115
0,0,0,0,0,1,0,0,1,0,0,0,-0.04932115
0,0,0,0,0,0,1,0,1,0,0,0,-0.04932115
1,0,0,0,0,0,0,0,1,0,0,0,-0.02957765
0,1,0,0,0,0,0,0,1,0,0,0,-0.02957765
0,0,1,0,0,0,0,0,1,0,0,0,-0.02957765
0,0,0,1,0,0,0,0,1,0,0,0,-0.02957765
0,0,0,0,1,0,0,0,1,0,0,0,-0.02957765
0,0,0,0,0,1,0,0,1,0,0,0,-0.02957765
0,0,0,0,0,0,1,0,1,0,0,0,-0.02957765
1,0,0,0,0,0,0,0,1,0,0,0,-0.00391175000000001
0,1,0,0,0,0,0,0,1,0,0,0,-0.00391175000000001
0,0,1,0,0,0,0,0,1,0,0,0,-0.00391175000000001
0,0,0,1,0,0,0,0,1,0,0,0,-0.00391175000000001
0,0,0,0,1,0,0,0,1,0,0,0,-0.00391175000000001
0,0,0,0,0,1,0,0,1,0,0,0,-0.00391175000000001
0,0,0,0,0,0,1,0,1,0,0,0,-0.00391175000000001
1,0,0,0,0,0,0,1,0,0,0,0,-0.00752785
0,1,0,0,0,0,0,1,0,0,0,0,-0.00752785
0,0,1,0,0,0,0,1,0,0,0,0,-0.00752785
0,0,0,1,0,0,0,1,0,0,0,0,-0.00752785
0,0,0,0,1,0,0,1,0,0,0,0,-0.00752785
0,0,0,0,0,1,0,1,0,0,0,0,-0.00752785
0,0,0,0,0,0,1,1,0,0,0,0,-0.00752785
1,0,0,0,0,0,0,1,0,0,0,0,0.00977815
0,1,0,0,0,0,0,1,0,0,0,0,0.00977815
0,0,1,0,0,0,0,1,0,0,0,0,0.00977815
0,0,0,1,0,0,0,1,0,0,0,0,0.00977815
0,0,0,0,1,0,0,1,0,0,0,0,0.00977815
0,0,0,0,0,1,0,1,0,0,0,0,0.00977815
0,0,0,0,0,0,1,1,0,0,0,0,0.00977815
1,0,0,0,0,0,0,0,1,0,0,0,-0.00735315
0,1,0,0,0,0,0,0,1,0,0,0,-0.00735315
0,0,1,0,0,0,0,0,1,0,0,0,-0.00735315
0,0,0,1,0,0,0,0,1,0,0,0,-0.00735315
0,0,0,0,1,0,0,0,1,0,0,0,-0.00735315
0,0,0,0,0,1,0,0,1,0,0,0,-0.00735315
0,0,0,0,0,0,1,0,1,0,0,0,-0.00735315
1,0,0,0,0,0,0,0,1,0,0,0,0.00980455
0,1,0,0,0,0,0,0,1,0,0,0,0.00980455
0,0,1,0,0,0,0,0,1,0,0,0,0.00980455
0,0,0,1,0,0,0,0,1,0,0,0,0.00980455
0,0,0,0,1,0,0,0,1,0,0,0,0.00980455
0,0,0,0,0,1,0,0,1,0,0,0,0.00980455
0,0,0,0,0,0,1,0,1,0,0,0,0.00980455
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.06177095
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.06177095
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.06177095
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.06177095
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.06177095
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.06177095
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.06177095
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.09943695
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.09943695
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.09943695
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.09943695
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.09943695
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.09943695
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.09943695
1,0,0,0,0,0,0,0,1,0,0,0,0.30701995
0,1,0,0,0,0,0,0,1,0,0,0,0.30701995
0,0,1,0,0,0,0,0,1,0,0,0,0.30701995
0,0,0,1,0,0,0,0,1,0,0,0,0.30701995
0,0,0,0,1,0,0,0,1,0,0,0,0.30701995
0,0,0,0,0,1,0,0,1,0,0,0,0.30701995
0,0,0,0,0,0,1,0,1,0,0,0,0.30701995
1,0,0,0,0,0,0,0,1,0,0,0,0.45826895
0,1,0,0,0,0,0,0,1,0,0,0,0.45826895
0,0,1,0,0,0,0,0,1,0,0,0,0.45826895
0,0,0,1,0,0,0,0,1,0,0,0,0.45826895
0,0,0,0,1,0,0,0,1,0,0,0,0.45826895
0,0,0,0,0,1,0,0,1,0,0,0,0.45826895
0,0,0,0,0,0,1,0,1,0,0,0,0.45826895
1,0,0,0,0,0,0,0,1,0,0,0,-0.02807365
0,1,0,0,0,0,0,0,1,0,0,0,-0.02807365
0,0,1,0,0,0,0,0,1,0,0,0,-0.02807365
0,0,0,1,0,0,0,0,1,0,0,0,-0.02807365
0,0,0,0,1,0,0,0,1,0,0,0,-0.02807365
0,0,0,0,0,1,0,0,1,0,0,0,-0.02807365
0,0,0,0,0,0,1,0,1,0,0,0,-0.02807365
1,0,0,0,0,0,0,0,1,0,0,0,-0.02528175
0,1,0,0,0,0,0,0,1,0,0,0,-0.02528175
0,0,1,0,0,0,0,0,1,0,0,0,-0.02528175
0,0,0,1,0,0,0,0,1,0,0,0,-0.02528175
0,0,0,0,1,0,0,0,1,0,0,0,-0.02528175
0,0,0,0,0,1,0,0,1,0,0,0,-0.02528175
0,0,0,0,0,0,1,0,1,0,0,0,-0.02528175
1,0,0,0,0,0,0,1,0,0,0,0,-0.03949435
0,1,0,0,0,0,0,1,0,0,0,0,-0.03949435
0,0,1,0,0,0,0,1,0,0,0,0,-0.03949435
0,0,0,1,0,0,0,1,0,0,0,0,-0.03949435
0,0,0,0,1,0,0,1,0,0,0,0,-0.03949435
0,0,0,0,0,1,0,1,0,0,0,0,-0.03949435
0,0,0,0,0,0,1,1,0,0,0,0,-0.03949435
1,0,0,0,0,0,0,1,0,0,0,0,-0.000845350000000009
0,1,0,0,0,0,0,1,0,0,0,0,-0.000845350000000009
0,0,1,0,0,0,0,1,0,0,0,0,-0.000845350000000009
0,0,0,1,0,0,0,1,0,0,0,0,-0.000845350000000009
0,0,0,0,1,0,0,1,0,0,0,0,-0.000845350000000009
0,0,0,0,0,1,0,1,0,0,0,0,-0.000845350000000009
0,0,0,0,0,0,1,1,0,0,0,0,-0.000845350000000009
1,0,0,0,0,0,0,0,1,0,0,0,-0.03444425
0,1,0,0,0,0,0,0,1,0,0,0,-0.03444425
0,0,1,0,0,0,0,0,1,0,0,0,-0.03444425
0,0,0,1,0,0,0,0,1,0,0,0,-0.03444425
0,0,0,0,1,0,0,0,1,0,0,0,-0.03444425
0,0,0,0,0,1,0,0,1,0,0,0,-0.03444425
0,0,0,0,0,0,1,0,1,0,0,0,-0.03444425
1,0,0,0,0,0,0,0,1,0,0,0,-0.00760275000000001
0,1,0,0,0,0,0,0,1,0,0,0,-0.00760275000000001
0,0,1,0,0,0,0,0,1,0,0,0,-0.00760275000000001
0,0,0,1,0,0,0,0,1,0,0,0,-0.00760275000000001
0,0,0,0,1,0,0,0,1,0,0,0,-0.00760275000000001
0,0,0,0,0,1,0,0,1,0,0,0,-0.00760275000000001
0,0,0,0,0,0,1,0,1,0,0,0,-0.00760275000000001
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.01240735
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.01240735
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.01240735
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.01240735
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.01240735
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.01240735
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.01240735
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02101715
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02101715
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.02101715
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.02101715
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.02101715
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.02101715
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.02101715
1,0,0,0,0,0,0,1,0,0,0,0,0.20365595
0,1,0,0,0,0,0,1,0,0,0,0,0.20365595
0,0,1,0,0,0,0,1,0,0,0,0,0.20365595
0,0,0,1,0,0,0,1,0,0,0,0,0.20365595
0,0,0,0,1,0,0,1,0,0,0,0,0.20365595
0,0,0,0,0,1,0,1,0,0,0,0,0.20365595
0,0,0,0,0,0,1,1,0,0,0,0,0.20365595
1,0,0,0,0,0,0,1,0,0,0,0,0.62023695
0,1,0,0,0,0,0,1,0,0,0,0,0.62023695
0,0,1,0,0,0,0,1,0,0,0,0,0.62023695
0,0,0,1,0,0,0,1,0,0,0,0,0.62023695
0,0,0,0,1,0,0,1,0,0,0,0,0.62023695
0,0,0,0,0,1,0,1,0,0,0,0,0.62023695
0,0,0,0,0,0,1,1,0,0,0,0,0.62023695
1,0,0,0,0,0,0,0,1,0,0,0,-0.06759305
0,1,0,0,0,0,0,0,1,0,0,0,-0.06759305
0,0,1,0,0,0,0,0,1,0,0,0,-0.06759305
0,0,0,1,0,0,0,0,1,0,0,0,-0.06759305
0,0,0,0,1,0,0,0,1,0,0,0,-0.06759305
0,0,0,0,0,1,0,0,1,0,0,0,-0.06759305
0,0,0,0,0,0,1,0,1,0,0,0,-0.06759305
1,0,0,0,0,0,0,0,1,0,0,0,-0.05147575
0,1,0,0,0,0,0,0,1,0,0,0,-0.05147575
0,0,1,0,0,0,0,0,1,0,0,0,-0.05147575
0,0,0,1,0,0,0,0,1,0,0,0,-0.05147575
0,0,0,0,1,0,0,0,1,0,0,0,-0.05147575
0,0,0,0,0,1,0,0,1,0,0,0,-0.05147575
0,0,0,0,0,0,1,0,1,0,0,0,-0.05147575
1,0,0,0,0,0,0,0,1,0,0,0,0.01688995
0,1,0,0,0,0,0,0,1,0,0,0,0.01688995
0,0,1,0,0,0,0,0,1,0,0,0,0.01688995
0,0,0,1,0,0,0,0,1,0,0,0,0.01688995
0,0,0,0,1,0,0,0,1,0,0,0,0.01688995
0,0,0,0,0,1,0,0,1,0,0,0,0.01688995
0,0,0,0,0,0,1,0,1,0,0,0,0.01688995
1,0,0,0,0,0,0,0,1,0,0,0,0.06372895
0,1,0,0,0,0,0,0,1,0,0,0,0.06372895
0,0,1,0,0,0,0,0,1,0,0,0,0.06372895
0,0,0,1,0,0,0,0,1,0,0,0,0.06372895
0,0,0,0,1,0,0,0,1,0,0,0,0.06372895
0,0,0,0,0,1,0,0,1,0,0,0,0.06372895
0,0,0,0,0,0,1,0,1,0,0,0,0.06372895
1,0,0,0,0,0,0,0,1,0,0,0,-0.03123575
0,1,0,0,0,0,0,0,1,0,0,0,-0.03123575
0,0,1,0,0,0,0,0,1,0,0,0,-0.03123575
0,0,0,1,0,0,0,0,1,0,0,0,-0.03123575
0,0,0,0,1,0,0,0,1,0,0,0,-0.03123575
0,0,0,0,0,1,0,0,1,0,0,0,-0.03123575
0,0,0,0,0,0,1,0,1,0,0,0,-0.03123575
1,0,0,0,0,0,0,0,1,0,0,0,-0.03968065
0,1,0,0,0,0,0,0,1,0,0,0,-0.03968065
0,0,1,0,0,0,0,0,1,0,0,0,-0.03968065
0,0,0,1,0,0,0,0,1,0,0,0,-0.03968065
0,0,0,0,1,0,0,0,1,0,0,0,-0.03968065
0,0,0,0,0,1,0,0,1,0,0,0,-0.03968065
0,0,0,0,0,0,1,0,1,0,0,0,-0.03968065
1,0,0,0,0,0,0,0,0,0,0,1,0.03507595
0,1,0,0,0,0,0,0,0,0,0,1,0.03507595
0,0,1,0,0,0,0,0,0,0,0,1,0.03507595
0,0,0,1,0,0,0,0,0,0,0,1,0.03507595
0,0,0,0,1,0,0,0,0,0,0,1,0.03507595
0,0,0,0,0,1,0,0,0,0,0,1,0.03507595
0,0,0,0,0,0,1,0,0,0,0,1,0.03507595
1,0,0,0,0,0,0,0,0,0,0,1,0.02186195
0,1,0,0,0,0,0,0,0,0,0,1,0.02186195
0,0,1,0,0,0,0,0,0,0,0,1,0.02186195
0,0,0,1,0,0,0,0,0,0,0,1,0.02186195
0,0,0,0,1,0,0,0,0,0,0,1,0.02186195
0,0,0,0,0,1,0,0,0,0,0,1,0.02186195
0,0,0,0,0,0,1,0,0,0,0,1,0.02186195
1,0,0,0,0,0,0,0,1,0,0,0,0.07883495
0,1,0,0,0,0,0,0,1,0,0,0,0.07883495
0,0,1,0,0,0,0,0,1,0,0,0,0.07883495
0,0,0,1,0,0,0,0,1,0,0,0,0.07883495
0,0,0,0,1,0,0,0,1,0,0,0,0.07883495
0,0,0,0,0,1,0,0,1,0,0,0,0.07883495
0,0,0,0,0,0,1,0,1,0,0,0,0.07883495
1,0,0,0,0,0,0,0,1,0,0,0,0.16439795
0,1,0,0,0,0,0,0,1,0,0,0,0.16439795
0,0,1,0,0,0,0,0,1,0,0,0,0.16439795
0,0,0,1,0,0,0,0,1,0,0,0,0.16439795
0,0,0,0,1,0,0,0,1,0,0,0,0.16439795
0,0,0,0,0,1,0,0,1,0,0,0,0.16439795
0,0,0,0,0,0,1,0,1,0,0,0,0.16439795
1,0,0,0,0,0,0,0,1,0,0,0,-0.02679255
0,1,0,0,0,0,0,0,1,0,0,0,-0.02679255
0,0,1,0,0,0,0,0,1,0,0,0,-0.02679255
0,0,0,1,0,0,0,0,1,0,0,0,-0.02679255
0,0,0,0,1,0,0,0,1,0,0,0,-0.02679255
0,0,0,0,0,1,0,0,1,0,0,0,-0.02679255
0,0,0,0,0,0,1,0,1,0,0,0,-0.02679255
1,0,0,0,0,0,0,0,1,0,0,0,0.01102295
0,1,0,0,0,0,0,0,1,0,0,0,0.01102295
0,0,1,0,0,0,0,0,1,0,0,0,0.01102295
0,0,0,1,0,0,0,0,1,0,0,0,0.01102295
0,0,0,0,1,0,0,0,1,0,0,0,0.01102295
0,0,0,0,0,1,0,0,1,0,0,0,0.01102295
0,0,0,0,0,0,1,0,1,0,0,0,0.01102295
1,0,0,0,0,0,0,0,0,0,0,1,-0.01030505
0,1,0,0,0,0,0,0,0,0,0,1,-0.01030505
0,0,1,0,0,0,0,0,0,0,0,1,-0.01030505
0,0,0,1,0,0,0,0,0,0,0,1,-0.01030505
0,0,0,0,1,0,0,0,0,0,0,1,-0.01030505
0,0,0,0,0,1,0,0,0,0,0,1,-0.01030505
0,0,0,0,0,0,1,0,0,0,0,1,-0.01030505
1,0,0,0,0,0,0,0,0,0,0,1,0.05004895
0,1,0,0,0,0,0,0,0,0,0,1,0.05004895
0,0,1,0,0,0,0,0,0,0,0,1,0.05004895
0,0,0,1,0,0,0,0,0,0,0,1,0.05004895
0,0,0,0,1,0,0,0,0,0,0,1,0.05004895
0,0,0,0,0,1,0,0,0,0,0,1,0.05004895
0,0,0,0,0,0,1,0,0,0,0,1,0.05004895
1,0,0,0,0,0,0,0,0,0,1,0,-0.00692265
0,1,0,0,0,0,0,0,0,0,1,0,-0.00692265
0,0,1,0,0,0,0,0,0,0,1,0,-0.00692265
0,0,0,1,0,0,0,0,0,0,1,0,-0.00692265
0,0,0,0,1,0,0,0,0,0,1,0,-0.00692265
0,0,0,0,0,1,0,0,0,0,1,0,-0.00692265
0,0,0,0,0,0,1,0,0,0,1,0,-0.00692265
1,0,0,0,0,0,0,0,0,0,1,0,-0.02218555
0,1,0,0,0,0,0,0,0,0,1,0,-0.02218555
0,0,1,0,0,0,0,0,0,0,1,0,-0.02218555
0,0,0,1,0,0,0,0,0,0,1,0,-0.02218555
0,0,0,0,1,0,0,0,0,0,1,0,-0.02218555
0,0,0,0,0,1,0,0,0,0,1,0,-0.02218555
0,0,0,0,0,0,1,0,0,0,1,0,-0.02218555
1,0,0,0,0,0,0,0,0,0,1,0,0.05407695
0,1,0,0,0,0,0,0,0,0,1,0,0.05407695
0,0,1,0,0,0,0,0,0,0,1,0,0.05407695
0,0,0,1,0,0,0,0,0,0,1,0,0.05407695
0,0,0,0,1,0,0,0,0,0,1,0,0.05407695
0,0,0,0,0,1,0,0,0,0,1,0,0.05407695
0,0,0,0,0,0,1,0,0,0,1,0,0.05407695
1,0,0,0,0,0,0,0,0,0,1,0,0.11713695
0,1,0,0,0,0,0,0,0,0,1,0,0.11713695
0,0,1,0,0,0,0,0,0,0,1,0,0.11713695
0,0,0,1,0,0,0,0,0,0,1,0,0.11713695
0,0,0,0,1,0,0,0,0,0,1,0,0.11713695
0,0,0,0,0,1,0,0,0,0,1,0,0.11713695
0,0,0,0,0,0,1,0,0,0,1,0,0.11713695
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02831645
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02831645
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.02831645
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.02831645
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.02831645
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.02831645
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.02831645
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.00738644999999999
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.00738644999999999
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.00738644999999999
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.00738644999999999
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.00738644999999999
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.00738644999999999
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.00738644999999999
1,0,0,0,0,0,0,0,1,0,0,0,-0.00775795
0,1,0,0,0,0,0,0,1,0,0,0,-0.00775795
0,0,1,0,0,0,0,0,1,0,0,0,-0.00775795
0,0,0,1,0,0,0,0,1,0,0,0,-0.00775795
0,0,0,0,1,0,0,0,1,0,0,0,-0.00775795
0,0,0,0,0,1,0,0,1,0,0,0,-0.00775795
0,0,0,0,0,0,1,0,1,0,0,0,-0.00775795
1,0,0,0,0,0,0,0,1,0,0,0,0.00990974999999999
0,1,0,0,0,0,0,0,1,0,0,0,0.00990974999999999
0,0,1,0,0,0,0,0,1,0,0,0,0.00990974999999999
0,0,0,1,0,0,0,0,1,0,0,0,0.00990974999999999
0,0,0,0,1,0,0,0,1,0,0,0,0.00990974999999999
0,0,0,0,0,1,0,0,1,0,0,0,0.00990974999999999
0,0,0,0,0,0,1,0,1,0,0,0,0.00990974999999999
1,0,0,0,0,0,0,0,1,0,0,0,-0.05475435
0,1,0,0,0,0,0,0,1,0,0,0,-0.05475435
0,0,1,0,0,0,0,0,1,0,0,0,-0.05475435
0,0,0,1,0,0,0,0,1,0,0,0,-0.05475435
0,0,0,0,1,0,0,0,1,0,0,0,-0.05475435
0,0,0,0,0,1,0,0,1,0,0,0,-0.05475435
0,0,0,0,0,0,1,0,1,0,0,0,-0.05475435
1,0,0,0,0,0,0,0,1,0,0,0,-0.02841625
0,1,0,0,0,0,0,0,1,0,0,0,-0.02841625
0,0,1,0,0,0,0,0,1,0,0,0,-0.02841625
0,0,0,1,0,0,0,0,1,0,0,0,-0.02841625
0,0,0,0,1,0,0,0,1,0,0,0,-0.02841625
0,0,0,0,0,1,0,0,1,0,0,0,-0.02841625
0,0,0,0,0,0,1,0,1,0,0,0,-0.02841625
1,0,0,0,0,0,0,1,0,0,0,0,0.04055195
0,1,0,0,0,0,0,1,0,0,0,0,0.04055195
0,0,1,0,0,0,0,1,0,0,0,0,0.04055195
0,0,0,1,0,0,0,1,0,0,0,0,0.04055195
0,0,0,0,1,0,0,1,0,0,0,0,0.04055195
0,0,0,0,0,1,0,1,0,0,0,0,0.04055195
0,0,0,0,0,0,1,1,0,0,0,0,0.04055195
1,0,0,0,0,0,0,1,0,0,0,0,0.08269695
0,1,0,0,0,0,0,1,0,0,0,0,0.08269695
0,0,1,0,0,0,0,1,0,0,0,0,0.08269695
0,0,0,1,0,0,0,1,0,0,0,0,0.08269695
0,0,0,0,1,0,0,1,0,0,0,0,0.08269695
0,0,0,0,0,1,0,1,0,0,0,0,0.08269695
0,0,0,0,0,0,1,1,0,0,0,0,0.08269695
1,0,0,0,0,0,0,0,1,0,0,0,0.03754195
0,1,0,0,0,0,0,0,1,0,0,0,0.03754195
0,0,1,0,0,0,0,0,1,0,0,0,0.03754195
0,0,0,1,0,0,0,0,1,0,0,0,0.03754195
0,0,0,0,1,0,0,0,1,0,0,0,0.03754195
0,0,0,0,0,1,0,0,1,0,0,0,0.03754195
0,0,0,0,0,0,1,0,1,0,0,0,0.03754195
1,0,0,0,0,0,0,0,1,0,0,0,0.30227295
0,1,0,0,0,0,0,0,1,0,0,0,0.30227295
0,0,1,0,0,0,0,0,1,0,0,0,0.30227295
0,0,0,1,0,0,0,0,1,0,0,0,0.30227295
0,0,0,0,1,0,0,0,1,0,0,0,0.30227295
0,0,0,0,0,1,0,0,1,0,0,0,0.30227295
0,0,0,0,0,0,1,0,1,0,0,0,0.30227295
1,0,0,0,0,0,0,0,1,0,0,0,-0.04872375
0,1,0,0,0,0,0,0,1,0,0,0,-0.04872375
0,0,1,0,0,0,0,0,1,0,0,0,-0.04872375
0,0,0,1,0,0,0,0,1,0,0,0,-0.04872375
0,0,0,0,1,0,0,0,1,0,0,0,-0.04872375
0,0,0,0,0,1,0,0,1,0,0,0,-0.04872375
0,0,0,0,0,0,1,0,1,0,0,0,-0.04872375
1,0,0,0,0,0,0,0,1,0,0,0,-0.04625545
0,1,0,0,0,0,0,0,1,0,0,0,-0.04625545
0,0,1,0,0,0,0,0,1,0,0,0,-0.04625545
0,0,0,1,0,0,0,0,1,0,0,0,-0.04625545
0,0,0,0,1,0,0,0,1,0,0,0,-0.04625545
0,0,0,0,0,1,0,0,1,0,0,0,-0.04625545
0,0,0,0,0,0,1,0,1,0,0,0,-0.04625545
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.05732725
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.05732725
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.05732725
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.05732725
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.05732725
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.05732725
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.05732725
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.05191795
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.05191795
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.05191795
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.05191795
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.05191795
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.05191795
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.05191795
1,0,0,0,0,0,0,0,0,0,0,1,0.04122795
0,1,0,0,0,0,0,0,0,0,0,1,0.04122795
0,0,1,0,0,0,0,0,0,0,0,1,0.04122795
0,0,0,1,0,0,0,0,0,0,0,1,0.04122795
0,0,0,0,1,0,0,0,0,0,0,1,0.04122795
0,0,0,0,0,1,0,0,0,0,0,1,0.04122795
0,0,0,0,0,0,1,0,0,0,0,1,0.04122795
1,0,0,0,0,0,0,0,0,0,0,1,0.05714095
0,1,0,0,0,0,0,0,0,0,0,1,0.05714095
0,0,1,0,0,0,0,0,0,0,0,1,0.05714095
0,0,0,1,0,0,0,0,0,0,0,1,0.05714095
0,0,0,0,1,0,0,0,0,0,0,1,0.05714095
0,0,0,0,0,1,0,0,0,0,0,1,0.05714095
0,0,0,0,0,0,1,0,0,0,0,1,0.05714095
1,0,0,0,0,0,0,1,0,0,0,0,0.02677295
0,1,0,0,0,0,0,1,0,0,0,0,0.02677295
0,0,1,0,0,0,0,1,0,0,0,0,0.02677295
0,0,0,1,0,0,0,1,0,0,0,0,0.02677295
0,0,0,0,1,0,0,1,0,0,0,0,0.02677295
0,0,0,0,0,1,0,1,0,0,0,0,0.02677295
0,0,0,0,0,0,1,1,0,0,0,0,0.02677295
1,0,0,0,0,0,0,1,0,0,0,0,0.05335995
0,1,0,0,0,0,0,1,0,0,0,0,0.05335995
0,0,1,0,0,0,0,1,0,0,0,0,0.05335995
0,0,0,1,0,0,0,1,0,0,0,0,0.05335995
0,0,0,0,1,0,0,1,0,0,0,0,0.05335995
0,0,0,0,0,1,0,1,0,0,0,0,0.05335995
0,0,0,0,0,0,1,1,0,0,0,0,0.05335995
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.01141995
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.01141995
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.01141995
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.01141995
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.01141995
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.01141995
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.01141995
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.02879495
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.02879495
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.02879495
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.02879495
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.02879495
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.02879495
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.02879495
1,0,0,0,0,0,0,0,0,0,1,0,-0.04931625
