"conditionHit_1go","conditionHit_2go","conditionHit_3go","conditionHit_4go","conditioncorReject_2go","conditioncorReject_3go","conditioncorReject_4go","scanner1","scanner2","scanner3","scanner4","scanner5","RelativeRMS_mean_c"
1,0,0,0,0,0,0,1,0,0,0,0,0.00114244999999999
0,1,0,0,0,0,0,1,0,0,0,0,0.00114244999999999
0,0,1,0,0,0,0,1,0,0,0,0,0.00114244999999999
0,0,0,1,0,0,0,1,0,0,0,0,0.00114244999999999
0,0,0,0,1,0,0,1,0,0,0,0,0.00114244999999999
0,0,0,0,0,1,0,1,0,0,0,0,0.00114244999999999
0,0,0,0,0,0,1,1,0,0,0,0,0.00114244999999999
1,0,0,0,0,0,0,1,0,0,0,0,0.05877495
0,1,0,0,0,0,0,1,0,0,0,0,0.05877495
0,0,1,0,0,0,0,1,0,0,0,0,0.05877495
0,0,0,1,0,0,0,1,0,0,0,0,0.05877495
0,0,0,0,1,0,0,1,0,0,0,0,0.05877495
0,0,0,0,0,1,0,1,0,0,0,0,0.05877495
0,0,0,0,0,0,1,1,0,0,0,0,0.05877495
1,0,0,0,0,0,0,0,1,0,0,0,-0.05196185
0,1,0,0,0,0,0,0,1,0,0,0,-0.05196185
0,0,1,0,0,0,0,0,1,0,0,0,-0.05196185
0,0,0,1,0,0,0,0,1,0,0,0,-0.05196185
0,0,0,0,1,0,0,0,1,0,0,0,-0.05196185
0,0,0,0,0,1,0,0,1,0,0,0,-0.05196185
0,0,0,0,0,0,1,0,1,0,0,0,-0.05196185
1,0,0,0,0,0,0,0,1,0,0,0,-0.03086795
0,1,0,0,0,0,0,0,1,0,0,0,-0.03086795
0,0,1,0,0,0,0,0,1,0,0,0,-0.03086795
0,0,0,1,0,0,0,0,1,0,0,0,-0.03086795
0,0,0,0,1,0,0,0,1,0,0,0,-0.03086795
0,0,0,0,0,1,0,0,1,0,0,0,-0.03086795
0,0,0,0,0,0,1,0,1,0,0,0,-0.03086795
1,0,0,0,0,0,0,1,0,0,0,0,-0.04361795
0,1,0,0,0,0,0,1,0,0,0,0,-0.04361795
0,0,1,0,0,0,0,1,0,0,0,0,-0.04361795
0,0,0,1,0,0,0,1,0,0,0,0,-0.04361795
0,0,0,0,1,0,0,1,0,0,0,0,-0.04361795
0,0,0,0,0,1,0,1,0,0,0,0,-0.04361795
0,0,0,0,0,0,1,1,0,0,0,0,-0.04361795
1,0,0,0,0,0,0,1,0,0,0,0,-0.04373045
0,1,0,0,0,0,0,1,0,0,0,0,-0.04373045
0,0,1,0,0,0,0,1,0,0,0,0,-0.04373045
0,0,0,1,0,0,0,1,0,0,0,0,-0.04373045
0,0,0,0,1,0,0,1,0,0,0,0,-0.04373045
0,0,0,0,0,1,0,1,0,0,0,0,-0.04373045
0,0,0,0,0,0,1,1,0,0,0,0,-0.04373045
1,0,0,0,0,0,0,0,1,0,0,0,0.01808895
0,1,0,0,0,0,0,0,1,0,0,0,0.01808895
0,0,1,0,0,0,0,0,1,0,0,0,0.01808895
0,0,0,1,0,0,0,0,1,0,0,0,0.01808895
0,0,0,0,1,0,0,0,1,0,0,0,0.01808895
0,0,0,0,0,1,0,0,1,0,0,0,0.01808895
0,0,0,0,0,0,1,0,1,0,0,0,0.01808895
1,0,0,0,0,0,0,0,1,0,0,0,0.02370195
0,1,0,0,0,0,0,0,1,0,0,0,0.02370195
0,0,1,0,0,0,0,0,1,0,0,0,0.02370195
0,0,0,1,0,0,0,0,1,0,0,0,0.02370195
0,0,0,0,1,0,0,0,1,0,0,0,0.02370195
0,0,0,0,0,1,0,0,1,0,0,0,0.02370195
0,0,0,0,0,0,1,0,1,0,0,0,0.02370195
1,0,0,0,0,0,0,0,0,0,1,0,-0.00688925
0,1,0,0,0,0,0,0,0,0,1,0,-0.00688925
0,0,1,0,0,0,0,0,0,0,1,0,-0.00688925
0,0,0,1,0,0,0,0,0,0,1,0,-0.00688925
0,0,0,0,1,0,0,0,0,0,1,0,-0.00688925
0,0,0,0,0,1,0,0,0,0,1,0,-0.00688925
0,0,0,0,0,0,1,0,0,0,1,0,-0.00688925
1,0,0,0,0,0,0,0,0,0,1,0,0.01292395
0,1,0,0,0,0,0,0,0,0,1,0,0.01292395
0,0,1,0,0,0,0,0,0,0,1,0,0.01292395
0,0,0,1,0,0,0,0,0,0,1,0,0.01292395
0,0,0,0,1,0,0,0,0,0,1,0,0.01292395
0,0,0,0,0,1,0,0,0,0,1,0,0.01292395
0,0,0,0,0,0,1,0,0,0,1,0,0.01292395
1,0,0,0,0,0,0,0,1,0,0,0,-0.03815085
0,1,0,0,0,0,0,0,1,0,0,0,-0.03815085
0,0,1,0,0,0,0,0,1,0,0,0,-0.03815085
0,0,0,1,0,0,0,0,1,0,0,0,-0.03815085
0,0,0,0,1,0,0,0,1,0,0,0,-0.03815085
0,0,0,0,0,1,0,0,1,0,0,0,-0.03815085
0,0,0,0,0,0,1,0,1,0,0,0,-0.03815085
1,0,0,0,0,0,0,0,1,0,0,0,-0.03772665
0,1,0,0,0,0,0,0,1,0,0,0,-0.03772665
0,0,1,0,0,0,0,0,1,0,0,0,-0.03772665
0,0,0,1,0,0,0,0,1,0,0,0,-0.03772665
0,0,0,0,1,0,0,0,1,0,0,0,-0.03772665
0,0,0,0,0,1,0,0,1,0,0,0,-0.03772665
0,0,0,0,0,0,1,0,1,0,0,0,-0.03772665
1,0,0,0,0,0,0,0,0,0,1,0,-0.06189215
0,1,0,0,0,0,0,0,0,0,1,0,-0.06189215
0,0,1,0,0,0,0,0,0,0,1,0,-0.06189215
0,0,0,1,0,0,0,0,0,0,1,0,-0.06189215
0,0,0,0,1,0,0,0,0,0,1,0,-0.06189215
0,0,0,0,0,1,0,0,0,0,1,0,-0.06189215
0,0,0,0,0,0,1,0,0,0,1,0,-0.06189215
1,0,0,0,0,0,0,0,0,0,1,0,-0.05605725
0,1,0,0,0,0,0,0,0,0,1,0,-0.05605725
0,0,1,0,0,0,0,0,0,0,1,0,-0.05605725
0,0,0,1,0,0,0,0,0,0,1,0,-0.05605725
0,0,0,0,1,0,0,0,0,0,1,0,-0.05605725
0,0,0,0,0,1,0,0,0,0,1,0,-0.05605725
0,0,0,0,0,0,1,0,0,0,1,0,-0.05605725
1,0,0,0,0,0,0,0,1,0,0,0,-0.04470425
0,1,0,0,0,0,0,0,1,0,0,0,-0.04470425
0,0,1,0,0,0,0,0,1,0,0,0,-0.04470425
0,0,0,1,0,0,0,0,1,0,0,0,-0.04470425
0,0,0,0,1,0,0,0,1,0,0,0,-0.04470425
0,0,0,0,0,1,0,0,1,0,0,0,-0.04470425
0,0,0,0,0,0,1,0,1,0,0,0,-0.04470425
1,0,0,0,0,0,0,0,1,0,0,0,-0.02967045
0,1,0,0,0,0,0,0,1,0,0,0,-0.02967045
0,0,1,0,0,0,0,0,1,0,0,0,-0.02967045
0,0,0,1,0,0,0,0,1,0,0,0,-0.02967045
0,0,0,0,1,0,0,0,1,0,0,0,-0.02967045
0,0,0,0,0,1,0,0,1,0,0,0,-0.02967045
0,0,0,0,0,0,1,0,1,0,0,0,-0.02967045
1,0,0,0,0,0,0,1,0,0,0,0,-0.00886675000000001
0,1,0,0,0,0,0,1,0,0,0,0,-0.00886675000000001
0,0,1,0,0,0,0,1,0,0,0,0,-0.00886675000000001
0,0,0,1,0,0,0,1,0,0,0,0,-0.00886675000000001
0,0,0,0,1,0,0,1,0,0,0,0,-0.00886675000000001
0,0,0,0,0,1,0,1,0,0,0,0,-0.00886675000000001
0,0,0,0,0,0,1,1,0,0,0,0,-0.00886675000000001
1,0,0,0,0,0,0,1,0,0,0,0,-0.01320065
0,1,0,0,0,0,0,1,0,0,0,0,-0.01320065
0,0,1,0,0,0,0,1,0,0,0,0,-0.01320065
0,0,0,1,0,0,0,1,0,0,0,0,-0.01320065
0,0,0,0,1,0,0,1,0,0,0,0,-0.01320065
0,0,0,0,0,1,0,1,0,0,0,0,-0.01320065
0,0,0,0,0,0,1,1,0,0,0,0,-0.01320065
1,0,0,0,0,0,0,0,0,0,0,1,0.01094995
0,1,0,0,0,0,0,0,0,0,0,1,0.01094995
0,0,1,0,0,0,0,0,0,0,0,1,0.01094995
0,0,0,1,0,0,0,0,0,0,0,1,0.01094995
0,0,0,0,1,0,0,0,0,0,0,1,0.01094995
0,0,0,0,0,1,0,0,0,0,0,1,0.01094995
0,0,0,0,0,0,1,0,0,0,0,1,0.01094995
1,0,0,0,0,0,0,0,0,0,0,1,0.03942495
0,1,0,0,0,0,0,0,0,0,0,1,0.03942495
0,0,1,0,0,0,0,0,0,0,0,1,0.03942495
0,0,0,1,0,0,0,0,0,0,0,1,0.03942495
0,0,0,0,1,0,0,0,0,0,0,1,0.03942495
0,0,0,0,0,1,0,0,0,0,0,1,0.03942495
0,0,0,0,0,0,1,0,0,0,0,1,0.03942495
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.02536595
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.02536595
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.02536595
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.02536595
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.02536595
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.02536595
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.02536595
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.04614995
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.04614995
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.04614995
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.04614995
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.04614995
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.04614995
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.04614995
1,0,0,0,0,0,0,0,1,0,0,0,-0.04383825
0,1,0,0,0,0,0,0,1,0,0,0,-0.04383825
0,0,1,0,0,0,0,0,1,0,0,0,-0.04383825
0,0,0,1,0,0,0,0,1,0,0,0,-0.04383825
0,0,0,0,1,0,0,0,1,0,0,0,-0.04383825
0,0,0,0,0,1,0,0,1,0,0,0,-0.04383825
0,0,0,0,0,0,1,0,1,0,0,0,-0.04383825
1,0,0,0,0,0,0,0,1,0,0,0,-0.05724735
0,1,0,0,0,0,0,0,1,0,0,0,-0.05724735
0,0,1,0,0,0,0,0,1,0,0,0,-0.05724735
0,0,0,1,0,0,0,0,1,0,0,0,-0.05724735
0,0,0,0,1,0,0,0,1,0,0,0,-0.05724735
0,0,0,0,0,1,0,0,1,0,0,0,-0.05724735
0,0,0,0,0,0,1,0,1,0,0,0,-0.05724735
1,0,0,0,0,0,0,0,0,0,1,0,-0.05021175
0,1,0,0,0,0,0,0,0,0,1,0,-0.05021175
0,0,1,0,0,0,0,0,0,0,1,0,-0.05021175
0,0,0,1,0,0,0,0,0,0,1,0,-0.05021175
0,0,0,0,1,0,0,0,0,0,1,0,-0.05021175
0,0,0,0,0,1,0,0,0,0,1,0,-0.05021175
0,0,0,0,0,0,1,0,0,0,1,0,-0.05021175
1,0,0,0,0,0,0,0,0,0,1,0,-0.04920605
0,1,0,0,0,0,0,0,0,0,1,0,-0.04920605
0,0,1,0,0,0,0,0,0,0,1,0,-0.04920605
0,0,0,1,0,0,0,0,0,0,1,0,-0.04920605
0,0,0,0,1,0,0,0,0,0,1,0,-0.04920605
0,0,0,0,0,1,0,0,0,0,1,0,-0.04920605
0,0,0,0,0,0,1,0,0,0,1,0,-0.04920605
1,0,0,0,0,0,0,0,0,1,0,0,0.06911495
0,1,0,0,0,0,0,0,0,1,0,0,0.06911495
0,0,1,0,0,0,0,0,0,1,0,0,0.06911495
0,0,0,1,0,0,0,0,0,1,0,0,0.06911495
0,0,0,0,1,0,0,0,0,1,0,0,0.06911495
0,0,0,0,0,1,0,0,0,1,0,0,0.06911495
0,0,0,0,0,0,1,0,0,1,0,0,0.06911495
1,0,0,0,0,0,0,0,0,1,0,0,0.08732195
0,1,0,0,0,0,0,0,0,1,0,0,0.08732195
0,0,1,0,0,0,0,0,0,1,0,0,0.08732195
0,0,0,1,0,0,0,0,0,1,0,0,0.08732195
0,0,0,0,1,0,0,0,0,1,0,0,0.08732195
0,0,0,0,0,1,0,0,0,1,0,0,0.08732195
0,0,0,0,0,0,1,0,0,1,0,0,0.08732195
1,0,0,0,0,0,0,0,1,0,0,0,-0.02895375
0,1,0,0,0,0,0,0,1,0,0,0,-0.02895375
0,0,1,0,0,0,0,0,1,0,0,0,-0.02895375
0,0,0,1,0,0,0,0,1,0,0,0,-0.02895375
0,0,0,0,1,0,0,0,1,0,0,0,-0.02895375
0,0,0,0,0,1,0,0,1,0,0,0,-0.02895375
0,0,0,0,0,0,1,0,1,0,0,0,-0.02895375
1,0,0,0,0,0,0,0,1,0,0,0,-0.00728795
0,1,0,0,0,0,0,0,1,0,0,0,-0.00728795
0,0,1,0,0,0,0,0,1,0,0,0,-0.00728795
0,0,0,1,0,0,0,0,1,0,0,0,-0.00728795
0,0,0,0,1,0,0,0,1,0,0,0,-0.00728795
0,0,0,0,0,1,0,0,1,0,0,0,-0.00728795
0,0,0,0,0,0,1,0,1,0,0,0,-0.00728795
1,0,0,0,0,0,0,0,1,0,0,0,-0.00793795
0,1,0,0,0,0,0,0,1,0,0,0,-0.00793795
0,0,1,0,0,0,0,0,1,0,0,0,-0.00793795
0,0,0,1,0,0,0,0,1,0,0,0,-0.00793795
0,0,0,0,1,0,0,0,1,0,0,0,-0.00793795
0,0,0,0,0,1,0,0,1,0,0,0,-0.00793795
0,0,0,0,0,0,1,0,1,0,0,0,-0.00793795
1,0,0,0,0,0,0,0,1,0,0,0,-0.00205845
0,1,0,0,0,0,0,0,1,0,0,0,-0.00205845
0,0,1,0,0,0,0,0,1,0,0,0,-0.00205845
0,0,0,1,0,0,0,0,1,0,0,0,-0.00205845
0,0,0,0,1,0,0,0,1,0,0,0,-0.00205845
0,0,0,0,0,1,0,0,1,0,0,0,-0.00205845
0,0,0,0,0,0,1,0,1,0,0,0,-0.00205845
1,0,0,0,0,0,0,0,0,0,0,1,0.05039595
0,1,0,0,0,0,0,0,0,0,0,1,0.05039595
0,0,1,0,0,0,0,0,0,0,0,1,0.05039595
0,0,0,1,0,0,0,0,0,0,0,1,0.05039595
0,0,0,0,1,0,0,0,0,0,0,1,0.05039595
0,0,0,0,0,1,0,0,0,0,0,1,0.05039595
0,0,0,0,0,0,1,0,0,0,0,1,0.05039595
1,0,0,0,0,0,0,0,0,0,0,1,0.05624595
0,1,0,0,0,0,0,0,0,0,0,1,0.05624595
0,0,1,0,0,0,0,0,0,0,0,1,0.05624595
0,0,0,1,0,0,0,0,0,0,0,1,0.05624595
0,0,0,0,1,0,0,0,0,0,0,1,0.05624595
0,0,0,0,0,1,0,0,0,0,0,1,0.05624595
0,0,0,0,0,0,1,0,0,0,0,1,0.05624595
1,0,0,0,0,0,0,1,0,0,0,0,0.03877695
0,1,0,0,0,0,0,1,0,0,0,0,0.03877695
0,0,1,0,0,0,0,1,0,0,0,0,0.03877695
0,0,0,1,0,0,0,1,0,0,0,0,0.03877695
0,0,0,0,1,0,0,1,0,0,0,0,0.03877695
0,0,0,0,0,1,0,1,0,0,0,0,0.03877695
0,0,0,0,0,0,1,1,0,0,0,0,0.03877695
1,0,0,0,0,0,0,1,0,0,0,0,0.07104095
0,1,0,0,0,0,0,1,0,0,0,0,0.07104095
0,0,1,0,0,0,0,1,0,0,0,0,0.07104095
0,0,0,1,0,0,0,1,0,0,0,0,0.07104095
0,0,0,0,1,0,0,1,0,0,0,0,0.07104095
0,0,0,0,0,1,0,1,0,0,0,0,0.07104095
0,0,0,0,0,0,1,1,0,0,0,0,0.07104095
1,0,0,0,0,0,0,0,0,0,1,0,0.02779095
0,1,0,0,0,0,0,0,0,0,1,0,0.02779095
0,0,1,0,0,0,0,0,0,0,1,0,0.02779095
0,0,0,1,0,0,0,0,0,0,1,0,0.02779095
0,0,0,0,1,0,0,0,0,0,1,0,0.02779095
0,0,0,0,0,1,0,0,0,0,1,0,0.02779095
0,0,0,0,0,0,1,0,0,0,1,0,0.02779095
1,0,0,0,0,0,0,0,0,0,1,0,0.02294995
0,1,0,0,0,0,0,0,0,0,1,0,0.02294995
0,0,1,0,0,0,0,0,0,0,1,0,0.02294995
0,0,0,1,0,0,0,0,0,0,1,0,0.02294995
0,0,0,0,1,0,0,0,0,0,1,0,0.02294995
0,0,0,0,0,1,0,0,0,0,1,0,0.02294995
0,0,0,0,0,0,1,0,0,0,1,0,0.02294995
1,0,0,0,0,0,0,1,0,0,0,0,-0.02112075
0,1,0,0,0,0,0,1,0,0,0,0,-0.02112075
0,0,1,0,0,0,0,1,0,0,0,0,-0.02112075
0,0,0,1,0,0,0,1,0,0,0,0,-0.02112075
0,0,0,0,1,0,0,1,0,0,0,0,-0.02112075
0,0,0,0,0,1,0,1,0,0,0,0,-0.02112075
0,0,0,0,0,0,1,1,0,0,0,0,-0.02112075
1,0,0,0,0,0,0,1,0,0,0,0,0.01865895
0,1,0,0,0,0,0,1,0,0,0,0,0.01865895
0,0,1,0,0,0,0,1,0,0,0,0,0.01865895
0,0,0,1,0,0,0,1,0,0,0,0,0.01865895
0,0,0,0,1,0,0,1,0,0,0,0,0.01865895
0,0,0,0,0,1,0,1,0,0,0,0,0.01865895
0,0,0,0,0,0,1,1,0,0,0,0,0.01865895
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.01291195
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.01291195
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.01291195
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.01291195
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.01291195
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.01291195
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.01291195
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.00225064999999999
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.00225064999999999
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.00225064999999999
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.00225064999999999
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.00225064999999999
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.00225064999999999
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.00225064999999999
1,0,0,0,0,0,0,1,0,0,0,0,0.14014795
0,1,0,0,0,0,0,1,0,0,0,0,0.14014795
0,0,1,0,0,0,0,1,0,0,0,0,0.14014795
0,0,0,1,0,0,0,1,0,0,0,0,0.14014795
0,0,0,0,1,0,0,1,0,0,0,0,0.14014795
0,0,0,0,0,1,0,1,0,0,0,0,0.14014795
0,0,0,0,0,0,1,1,0,0,0,0,0.14014795
1,0,0,0,0,0,0,1,0,0,0,0,0.37438595
0,1,0,0,0,0,0,1,0,0,0,0,0.37438595
0,0,1,0,0,0,0,1,0,0,0,0,0.37438595
0,0,0,1,0,0,0,1,0,0,0,0,0.37438595
0,0,0,0,1,0,0,1,0,0,0,0,0.37438595
0,0,0,0,0,1,0,1,0,0,0,0,0.37438595
0,0,0,0,0,0,1,1,0,0,0,0,0.37438595
1,0,0,0,0,0,0,1,0,0,0,0,0.47605495
0,1,0,0,0,0,0,1,0,0,0,0,0.47605495
0,0,1,0,0,0,0,1,0,0,0,0,0.47605495
0,0,0,1,0,0,0,1,0,0,0,0,0.47605495
0,0,0,0,1,0,0,1,0,0,0,0,0.47605495
0,0,0,0,0,1,0,1,0,0,0,0,0.47605495
0,0,0,0,0,0,1,1,0,0,0,0,0.47605495
1,0,0,0,0,0,0,1,0,0,0,0,0.18622495
0,1,0,0,0,0,0,1,0,0,0,0,0.18622495
0,0,1,0,0,0,0,1,0,0,0,0,0.18622495
0,0,0,1,0,0,0,1,0,0,0,0,0.18622495
0,0,0,0,1,0,0,1,0,0,0,0,0.18622495
0,0,0,0,0,1,0,1,0,0,0,0,0.18622495
0,0,0,0,0,0,1,1,0,0,0,0,0.18622495
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.00710074999999999
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.00710074999999999
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.00710074999999999
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.00710074999999999
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.00710074999999999
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.00710074999999999
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.00710074999999999
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.03841595
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0.03841595
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0.03841595
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0.03841595
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0.03841595
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0.03841595
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0.03841595
1,0,0,0,0,0,0,1,0,0,0,0,-0.04031365
0,1,0,0,0,0,0,1,0,0,0,0,-0.04031365
0,0,1,0,0,0,0,1,0,0,0,0,-0.04031365
0,0,0,1,0,0,0,1,0,0,0,0,-0.04031365
0,0,0,0,1,0,0,1,0,0,0,0,-0.04031365
0,0,0,0,0,1,0,1,0,0,0,0,-0.04031365
0,0,0,0,0,0,1,1,0,0,0,0,-0.04031365
1,0,0,0,0,0,0,1,0,0,0,0,-0.01880615
0,1,0,0,0,0,0,1,0,0,0,0,-0.01880615
0,0,1,0,0,0,0,1,0,0,0,0,-0.01880615
0,0,0,1,0,0,0,1,0,0,0,0,-0.01880615
0,0,0,0,1,0,0,1,0,0,0,0,-0.01880615
0,0,0,0,0,1,0,1,0,0,0,0,-0.01880615
0,0,0,0,0,0,1,1,0,0,0,0,-0.01880615
1,0,0,0,0,0,0,0,1,0,0,0,-0.03689095
0,1,0,0,0,0,0,0,1,0,0,0,-0.03689095
0,0,1,0,0,0,0,0,1,0,0,0,-0.03689095
0,0,0,1,0,0,0,0,1,0,0,0,-0.03689095
0,0,0,0,1,0,0,0,1,0,0,0,-0.03689095
0,0,0,0,0,1,0,0,1,0,0,0,-0.03689095
0,0,0,0,0,0,1,0,1,0,0,0,-0.03689095
1,0,0,0,0,0,0,0,1,0,0,0,-0.00955515000000001
0,1,0,0,0,0,0,0,1,0,0,0,-0.00955515000000001
0,0,1,0,0,0,0,0,1,0,0,0,-0.00955515000000001
0,0,0,1,0,0,0,0,1,0,0,0,-0.00955515000000001
0,0,0,0,1,0,0,0,1,0,0,0,-0.00955515000000001
0,0,0,0,0,1,0,0,1,0,0,0,-0.00955515000000001
0,0,0,0,0,0,1,0,1,0,0,0,-0.00955515000000001
1,0,0,0,0,0,0,0,0,0,0,1,0.21161895
0,1,0,0,0,0,0,0,0,0,0,1,0.21161895
0,0,1,0,0,0,0,0,0,0,0,1,0.21161895
0,0,0,1,0,0,0,0,0,0,0,1,0.21161895
0,0,0,0,1,0,0,0,0,0,0,1,0.21161895
0,0,0,0,0,1,0,0,0,0,0,1,0.21161895
0,0,0,0,0,0,1,0,0,0,0,1,0.21161895
1,0,0,0,0,0,0,0,0,0,0,1,0.03611495
0,1,0,0,0,0,0,0,0,0,0,1,0.03611495
0,0,1,0,0,0,0,0,0,0,0,1,0.03611495
0,0,0,1,0,0,0,0,0,0,0,1,0.03611495
0,0,0,0,1,0,0,0,0,0,0,1,0.03611495
0,0,0,0,0,1,0,0,0,0,0,1,0.03611495
0,0,0,0,0,0,1,0,0,0,0,1,0.03611495
1,0,0,0,0,0,0,0,1,0,0,0,-0.00136085000000001
0,1,0,0,0,0,0,0,1,0,0,0,-0.00136085000000001
0,0,1,0,0,0,0,0,1,0,0,0,-0.00136085000000001
0,0,0,1,0,0,0,0,1,0,0,0,-0.00136085000000001
0,0,0,0,1,0,0,0,1,0,0,0,-0.00136085000000001
0,0,0,0,0,1,0,0,1,0,0,0,-0.00136085000000001
0,0,0,0,0,0,1,0,1,0,0,0,-0.00136085000000001
1,0,0,0,0,0,0,0,1,0,0,0,0.01648895
0,1,0,0,0,0,0,0,1,0,0,0,0.01648895
0,0,1,0,0,0,0,0,1,0,0,0,0.01648895
0,0,0,1,0,0,0,0,1,0,0,0,0.01648895
0,0,0,0,1,0,0,0,1,0,0,0,0.01648895
0,0,0,0,0,1,0,0,1,0,0,0,0.01648895
0,0,0,0,0,0,1,0,1,0,0,0,0.01648895
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02269595
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.02269595
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.02269595
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.02269595
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.02269595
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.02269595
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.02269595
1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.01382775
0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.01382775
0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-0.01382775
0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-0.01382775
0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-0.01382775
0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-0.01382775
0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.01382775
1,0,0,0,0,0,0,1,0,0,0,0,-0.00172575000000001
0,1,0,0,0,0,0,1,0,0,0,0,-0.00172575000000001
0,0,1,0,0,0,0,1,0,0,0,0,-0.00172575000000001
0,0,0,1,0,0,0,1,0,0,0,0,-0.00172575000000001
0,0,0,0,1,0,0,1,0,0,0,0,-0.00172575000000001
0,0,0,0,0,1,0,1,0,0,0,0,-0.00172575000000001
0,0,0,0,0,0,1,1,0,0,0,0,-0.00172575000000001
1,0,0,0,0,0,0,1,0,0,0,0,-0.00323585
0,1,0,0,0,0,0,1,0,0,0,0,-0.00323585
0,0,1,0,0,0,0,1,0,0,0,0,-0.00323585
0,0,0,1,0,0,0,1,0,0,0,0,-0.00323585
0,0,0,0,1,0,0,1,0,0,0,0,-0.00323585
0,0,0,0,0,1,0,1,0,0,0,0,-0.00323585
0,0,0,0,0,0,1,1,0,0,0,0,-0.00323585
1,0,0,0,0,0,0,0,0,0,0,1,-0.04432805
0,1,0,0,0,0,0,0,0,0,0,1,-0.04432805
0,0,1,0,0,0,0,0,0,0,0,1,-0.04432805
0,0,0,1,0,0,0,0,0,0,0,1,-0.04432805
0,0,0,0,1,0,0,0,0,0,0,1,-0.04432805
0,0,0,0,0,1,0,0,0,0,0,1,-0.04432805
0,0,0,0,0,0,1,0,0,0,0,1,-0.04432805
1,0,0,0,0,0,0,0,0,0,0,1,-0.03012735
0,1,0,0,0,0,0,0,0,0,0,1,-0.03012735
0,0,1,0,0,0,0,0,0,0,0,1,-0.03012735
0,0,0,1,0,0,0,0,0,0,0,1,-0.03012735
0,0,0,0,1,0,0,0,0,0,0,1,-0.03012735
0,0,0,0,0,1,0,0,0,0,0,1,-0.03012735
0,0,0,0,0,0,1,0,0,0,0,1,-0.03012735
1,0,0,0,0,0,0,0,0,0,1,0,0.02184695
0,1,0,0,0,0,0,0,0,0,1,0,0.02184695
0,0,1,0,0,0,0,0,0,0,1,0,0.02184695
0,0,0,1,0,0,0,0,0,0,1,0,0.02184695
0,0,0,0,1,0,0,0,0,0,1,0,0.02184695
0,0,0,0,0,1,0,0,0,0,1,0,0.02184695
0,0,0,0,0,0,1,0,0,0,1,0,0.02184695
